Date,City,Location_Type,Society_Project,Block_Sector,Size,Price_PKR,Price_Per_Marla_PKR,Development_Status,Year,Month,Days_Since_Start
7/1/2022,Islamabad,Commercial,DHA Islamabad,Sector Y Commercial,14 Marla,56706242,4050446,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,DHA Islamabad,Executive Blocks,15 Marla,62444772,4162985,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,DHA Islamabad,High Street,16 Marla,68300196,4268762,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,DHA Islamabad,Sector Z,17 Marla,73639197,4331717,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,DHA Islamabad,Executive Blocks,18 Marla,74394772,4133043,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,DHA Islamabad,Executive Blocks,19 Marla,80152573,4218556,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,DHA Islamabad,Sector Z,20 Marla,88165971,4408299,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,4 Marla,13096925,3274231,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,5 Marla,16481259,3296252,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Markaz,6 Marla,17690034,2948339,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,7 Marla,21931751,3133107,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,8 Marla,25670803,3208850,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,9 Marla,27387611,3043068,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,10 Marla,30824564,3082456,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,12 Marla,36979449,3081621,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,13 Marla,41269426,3174571,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,14 Marla,47275069,3376791,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Markaz,15 Marla,46442221,3096148,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,16 Marla,51477019,3217314,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Markaz,17 Marla,55316624,3253919,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,18 Marla,56598582,3144366,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Markaz,19 Marla,59668825,3140464,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,20 Marla,59517046,2975852,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Main Boulevard,4 Marla,10386531,2596633,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Square One,5 Marla,12944852,2588970,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Main Boulevard,6 Marla,16303836,2717306,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Main Boulevard,7 Marla,18780510,2682930,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Square One,8 Marla,19757576,2469697,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Main Boulevard,9 Marla,22991422,2554602,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Square One,10 Marla,25829405,2582941,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Square One,12 Marla,28794923,2399577,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Main Boulevard,13 Marla,35056786,2696676,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Square One,14 Marla,36811289,2629378,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Square One,15 Marla,36217413,2414494,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Main Boulevard,16 Marla,41296682,2581043,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Main Boulevard,17 Marla,41030387,2413552,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Main Boulevard,18 Marla,47514244,2639680,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Main Boulevard,19 Marla,47637496,2507237,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Capital Smart City,Overseas Commercial,20 Marla,49573234,2478662,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Commercial Main,4 Marla,14009941,3502485,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Jinnah Super Market,5 Marla,16668068,3333614,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Faisal Square,6 Marla,20646782,3441130,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Jinnah Super Market,7 Marla,23154168,3307738,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Jinnah Super Market,8 Marla,27719195,3464899,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Commercial Main,9 Marla,29864954,3318328,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Commercial Main,10 Marla,36602494,3660249,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Commercial Main,12 Marla,41603262,3466939,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Commercial Main,13 Marla,43284154,3329550,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Jinnah Super Market,14 Marla,49169501,3512107,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Faisal Square,15 Marla,48740043,3249336,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Jinnah Super Market,16 Marla,57327307,3582957,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Faisal Square,17 Marla,59593633,3505508,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Faisal Square,18 Marla,61091454,3393970,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Commercial Main,19 Marla,63648906,3349942,Partially Operational,2022,7,912
7/1/2022,Islamabad,Commercial,Faisal Town,Commercial Main,20 Marla,71335596,3566780,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,4 Marla,11028674,2757168,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,5 Marla,13186619,2637324,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,6 Marla,17147645,2857941,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,7 Marla,20433766,2919109,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,8 Marla,21499574,2687447,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,9 Marla,25292237,2810249,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,10 Marla,26321838,2632184,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,12 Marla,33523095,2793591,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,13 Marla,37953885,2919530,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,14 Marla,41006128,2929009,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,15 Marla,41531599,2768773,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,16 Marla,45485934,2842871,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,17 Marla,50932346,2996020,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,18 Marla,51735894,2874216,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,19 Marla,54355211,2860801,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,20 Marla,55137328,2756866,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,4 Marla,15887029,3971757,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,5 Marla,20524853,4104971,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,6 Marla,24501999,4083666,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,7 Marla,28126623,4018089,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,8 Marla,34902714,4362839,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,9 Marla,37978677,4219853,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,10 Marla,38542048,3854205,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,12 Marla,50797047,4233087,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,13 Marla,52649815,4049986,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,14 Marla,57310511,4093608,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,15 Marla,60343167,4022878,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,16 Marla,68583398,4286462,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,17 Marla,73255760,4309162,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,18 Marla,72464781,4025821,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,19 Marla,77369107,4072058,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,20 Marla,80146780,4007339,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,4 Marla,9407658,2351915,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,5 Marla,10905489,2181098,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,6 Marla,14575293,2429215,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,7 Marla,16320548,2331507,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,8 Marla,19412667,2426583,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,9 Marla,21016198,2335133,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,10 Marla,23438182,2343818,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,12 Marla,26375077,2197923,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,13 Marla,27128362,2086797,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,14 Marla,33848014,2417715,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,15 Marla,32347556,2156504,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,16 Marla,39080804,2442550,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,17 Marla,38525921,2266231,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,18 Marla,40814866,2267493,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,19 Marla,43113874,2269151,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,20 Marla,42512692,2125635,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,4 Marla,8354708,2088677,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,5 Marla,10835320,2167064,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Main Boulevard,6 Marla,12024558,2004093,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Central Commercial,7 Marla,15728011,2246859,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Central Commercial,8 Marla,16727198,2090900,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Main Boulevard,9 Marla,19059258,2117695,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,10 Marla,21336065,2133607,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,12 Marla,25583344,2131945,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Central Commercial,13 Marla,25796752,1984366,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,14 Marla,29854525,2132466,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Main Boulevard,15 Marla,33147462,2209831,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,16 Marla,33727861,2107991,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Main Boulevard,17 Marla,36039251,2119956,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,18 Marla,39381573,2187865,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Central Commercial,19 Marla,39537789,2080936,Partially Operational,2022,7,912
7/1/2022,Rawalpindi,Commercial,Grace Valley,Main Boulevard,20 Marla,42820544,2141027,Partially Operational,2022,7,912
8/1/2022,Islamabad,Commercial,DHA Islamabad,High Street,4 Marla,16572950,4143238,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,Commercial Plaza,5 Marla,21724869,4344974,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,High Street,6 Marla,24995409,4165902,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,High Street,7 Marla,29698467,4242638,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,Sector Y Commercial,8 Marla,32371545,4046443,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,Executive Blocks,9 Marla,38170937,4241215,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,Executive Blocks,10 Marla,44149486,4414949,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,Commercial Plaza,12 Marla,51677552,4306463,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,Sector Z,13 Marla,53001722,4077056,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,High Street,14 Marla,62455640,4461117,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,Sector Y Commercial,15 Marla,63063201,4204213,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,Executive Blocks,16 Marla,68963208,4310201,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,Executive Blocks,17 Marla,70764335,4162608,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,Sector Z,18 Marla,75090082,4171671,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,Sector Y Commercial,19 Marla,79217226,4169328,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,DHA Islamabad,Sector Z,20 Marla,88776653,4438833,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Markaz,4 Marla,13229342,3307336,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,5 Marla,15864617,3172923,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Markaz,6 Marla,17476921,2912820,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,7 Marla,22305076,3186439,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,8 Marla,26164415,3270552,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,9 Marla,26578843,2953205,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,10 Marla,29805515,2980551,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,12 Marla,37434699,3119558,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,13 Marla,44037494,3387500,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Markaz,14 Marla,41028622,2930616,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,15 Marla,48641313,3242754,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Markaz,16 Marla,48838404,3052400,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,17 Marla,56479135,3322302,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,18 Marla,60633611,3368534,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,19 Marla,61859132,3255744,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,20 Marla,64233120,3211656,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Capital Smart City,Main Boulevard,4 Marla,9921029,2480257,Partially Operational,2022,8,943
8/1/2022,Islamabad,Commercial,Capital Smart City,Square One,5 Marla,13153286,2630657,Partially Operational,2022,8,943
